Dates	Open Interest (All)	Noncommercial Positions-Long (All)	Noncommercial Positions-Short (All)	Noncommercial Positions-Spreading (All)	Commercial Positions-Long (All)	Commercial Positions-Short (All)	 Total Reportable Positions-Long (All)	Total Reportable Positions-Short (All)	Nonreportable Positions-Long (All)	Nonreportable Positions-Short (All)			NCMNET	COMNET	TOTNET	NONNET
02-04-02	496023	29271	42538	4009	313294	406337	346574	452884	149449	43139			-13267	-93043	-106310	106310
09-04-02	505813	30176	42761	4299	320101	411075	354576	458135	151237	47678			-12585	-90974	-103559	103559
16-04-02	509566	32213	43651	4246	322578	411245	359037	459142	150529	50424			-11438	-88667	-100105	100105
23-04-02	518592	37742	46979	4153	327373	414991	369268	466123	149324	52469			-9237	-87618	-96855	96855
30-04-02	531373	33411	49460	3868	340936	421673	378215	475001	153158	56372			-16049	-80737	-96786	96786
07-05-02	536007	29660	49959	3664	348019	422801	381343	476424	154664	59583			-20299	-74782	-95081	95081
14-05-02	538248	27281	50777	3991	343941	424893	375213	479661	163035	58587			-23496	-80952	-104448	104448
21-05-02	542358	19402	49652	3953	354039	429803	377394	483408	164964	58950			-30250	-75764	-106014	106014
28-05-02	559083	19407	53679	4756	362607	442845	386770	501280	172313	57803			-34272	-80238	-114510	114510
04-06-02	561715	19887	57986	4817	369298	440027	394002	502830	167713	58885			-38099	-70729	-108828	108828
11-06-02	590410	21795	58421	5507	388751	457018	416053	520946	174357	69464			-36626	-68267	-104893	104893
18-06-02	650802	21521	63756	10573	437530	487956	469624	562285	181178	88517			-42235	-50426	-92661	92661
25-06-02	550722	35668	46695	2460	378214	438775	416342	487930	134380	62792			-11027	-60561	-71588	71588
02-07-02	565281	36065	49952	4106	388248	444498	428419	498556	136862	66725			-13887	-56250	-70137	70137
09-07-02	582242	35121	48893	5783	396321	456164	437225	510840	145017	71402			-13772	-59843	-73615	73615
16-07-02	588820	36936	51840	5571	388943	464162	431450	521573	157370	67247			-14904	-75219	-90123	90123
23-07-02	613332	34561	61761	6089	405969	471704	446619	539554	166713	73778			-27200	-65735	-92935	92935
30-07-02	625967	32943	67226	8333	430833	482957	472109	558516	153858	67451			-34283	-52124	-86407	86407
06-08-02	628866	29115	73953	8600	431590	478879	469305	561432	159561	67434			-44838	-47289	-92127	92127
13-08-02	621653	29938	70514	9057	427618	475536	466613	555107	155040	66546			-40576	-47918	-88494	88494
20-08-02	614879	27617	68064	8188	422100	469556	457905	545808	156974	69071			-40447	-47456	-87903	87903
27-08-02	615017	28617	66256	7266	425982	469087	461865	542609	153152	72408			-37639	-43105	-80744	80744
03-09-02	624815	27823	69181	6975	431755	468529	466553	544685	158262	80130			-41358	-36774	-78132	78132
10-09-02	631530	28228	65358	10376	426230	470537	464834	546271	166696	85259			-37130	-44307	-81437	81437
17-09-02	711777	32574	71396	20736	476224	503268	529534	595400	182243	116377			-38822	-27044	-65866	65866
24-09-02	591721	38578	71919	3635	425276	442661	467489	518215	124232	73506			-33341	-17385	-50726	50726
01-10-02	590863	40178	72393	3653	423661	440113	467492	516159	123371	74704			-32215	-16452	-48667	48667
08-10-02	603347	41228	73639	3563	427070	445135	471861	522337	131486	81010			-32411	-18065	-50476	50476
15-10-02	609848	41041	72144	4852	429448	449138	475341	526134	134507	83714			-31103	-19690	-50793	50793
22-10-02	607590	36012	66920	4162	432775	463827	472949	534909	134641	72681			-30908	-31052	-61960	61960
29-10-02	618494	37345	68506	5844	437565	468557	480754	542907	137740	75587			-31161	-30992	-62153	62153
05-11-02	621023	38410	67144	5463	438546	472384	482419	544991	138604	76032			-28734	-33838	-62572	62572
12-11-02	622319	36952	68860	6295	437683	476540	480930	551695	141389	70624			-31908	-38857	-70765	70765
19-11-02	633070	37146	69282	6186	446668	480270	490000	555738	143070	77332			-32136	-33602	-65738	65738
26-11-02	646800	37637	70424	6164	447024	488250	490825	564838	155975	81962			-32787	-41226	-74013	74013
03-12-02	642970	28269	64811	8164	444345	487411	480778	560386	162192	82584			-36542	-43066	-79608	79608
10-12-02	653958	33860	67718	11152	446831	503583	491843	582453	162115	71505			-33858	-56752	-90610	90610
17-12-02	712366	32702	73104	19563	465361	528896	517626	621563	194740	90803			-40402	-63535	-103937	103937
23-12-02	578658	29578	51431	1732	408592	467259	439902	520422	138756	58236			-21853	-58667	-80520	80520
31-12-02	584326	32140	44069	1835	410968	462782	444943	508686	139383	75640			-11929	-51814	-63743	63743
07-01-03	589136	31641	46919	2784	411542	455538	445967	505241	143169	83895			-15278	-43996	-59274	59274
14-01-03	590268	32404	42116	2630	411052	453164	446086	497910	144182	92358			-9712	-42112	-51824	51824
21-01-03	595798	30445	41459	2098	415028	456885	447571	500442	148227	95356			-11014	-41857	-52871	52871
28-01-03	604590	37668	48258	1956	422232	468809	461856	519023	142734	85567			-10590	-46577	-57167	57167
04-02-03	605953	38044	44644	2192	414543	465678	454779	512514	151174	93439			-6600	-51135	-57735	57735
11-02-03	615335	38731	44416	3145	412333	472156	454209	519717	161126	95618			-5685	-59823	-65508	65508
18-02-03	624374	42017	48390	3011	423871	481871	468899	533272	155475	91102			-6373	-58000	-64373	64373
25-02-03	628130	42370	50877	3694	424276	482476	470340	537047	157790	91083			-8507	-58200	-66707	66707
04-03-03	646590	45335	65019	10443	426053	472492	481831	547954	164759	98636			-19684	-46439	-66123	66123
11-03-03	670111	46349	67918	13624	440688	485938	500661	567480	169450	102631			-21569	-45250	-66819	66819
18-03-03	733730	47487	71636	18112	483224	490582	548823	580330	184907	153400			-24149	-7358	-31507	31507
25-03-03	617696	46419	76166	3094	424781	415258	474294	494518	143402	123178			-29747	9523	-20224	20224
01-04-03	613620	49211	74502	3192	417637	409332	470040	487026	143580	126594			-25291	8305	-16986	16986
08-04-03	609014	49282	76081	3475	420084	407452	472841	487008	136173	122006			-26799	12632	-14167	14167
15-04-03	627087	50502	75892	3932	424219	409583	478653	489407	148434	137680			-25390	14636	-10754	10754
22-04-03	627716	45251	59629	4639	430758	423295	480648	487563	147068	140153			-14378	7463	-6915	6915
29-04-03	638691	50630	58929	5735	432710	419245	489075	483909	149616	154782			-8299	13465	5166	-5166
06-05-03	633857	49303	60941	4690	429519	419545	483512	485176	150345	148681			-11638	9974	-1664	1664
13-05-03	638012	50722	63601	6379	429028	419553	486129	489533	151883	148479			-12879	9475	-3404	3404
20-05-03	652381	49477	63200	7632	438238	426569	495347	497401	157034	154980			-13723	11669	-2054	2054
27-05-03	642803	52232	62296	7689	435195	423474	495116	493459	147687	149344			-10064	11721	1657	-1657
03-06-03	666261	49242	67226	9141	438228	422722	496611	499089	169650	167172			-17984	15506	-2478	2478
10-06-03	718917	50778	66674	11816	456967	455024	519561	533514	199356	185403			-15896	1943	-13953	13953
17-06-03	798781	55783	92241	21071	519887	501441	596741	614753	202040	184028			-36458	18446	-18012	18012
24-06-03	616545	47839	79918	3919	405382	447526	457140	531363	159405	85182			-32079	-42144	-74223	74223
01-07-03	615173	43548	80814	5417	415976	453005	464941	539236	150232	75937			-37266	-37029	-74295	74295
08-07-03	618682	45936	84759	5454	415053	453720	466443	543933	152239	74749			-38823	-38667	-77490	77490
15-07-03	612263	43898	83522	5429	414020	453033	463347	541984	148916	70279			-39624	-39013	-78637	78637
22-07-03	608547	36704	85204	4746	411206	442131	452656	532081	155891	76466			-48500	-30925	-79425	79425
29-07-03	604657	39068	81569	4944	405429	445114	449441	531627	155216	73030			-42501	-39685	-82186	82186
05-08-03	601254	39343	71008	6307	395633	450988	441283	528303	159971	72951			-31665	-55355	-87020	87020
12-08-03	602759	38311	68739	6213	399414	456767	443938	531719	158821	71040			-30428	-57353	-87781	87781
19-08-03	611615	41006	65260	3910	404665	455381	449581	524551	162034	87064			-24254	-50716	-74970	74970
26-08-03	625006	37481	68329	6723	410378	472987	454582	548039	170424	76967			-30848	-62609	-93457	93457
02-09-03	632184	38157	67020	7024	417973	482392	463154	556436	169030	75748			-28863	-64419	-93282	93282
09-09-03	645598	39608	67314	10631	418958	486209	469197	564154	176401	81444			-27706	-67251	-94957	94957
16-09-03	701494	39992	79731	19275	468809	495045	528076	594051	173418	107443			-39739	-26236	-65975	65975
23-09-03	580785	42234	91273	3946	395123	397585	441303	492804	139482	87981			-49039	-2462	-51501	51501
30-09-03	585671	41618	87634	3659	395713	397577	440990	488870	144681	96801			-46016	-1864	-47880	47880
07-10-03	580003	46889	84783	4238	390232	402964	441359	491985	138644	88018			-37894	-12732	-50626	50626
14-10-03	580751	50440	79635	4399	391972	410299	446811	494333	133940	86418			-29195	-18327	-47522	47522
21-10-03	583239	47793	79076	4627	394176	411246	446596	494949	136643	88290			-31283	-17070	-48353	48353
28-10-03	581721	48016	88508	4318	391596	412498	443930	505324	137791	76397			-40492	-20902	-61394	61394
04-11-03	584711	51204	86770	4599	391079	415136	446882	506505	137829	78206			-35566	-24057	-59623	59623
11-11-03	580844	50271	86800	4536	389965	415259	444772	506595	136072	74249			-36529	-25294	-61823	61823
18-11-03	594451	47683	94929	5033	393893	414442	446609	514404	147842	80047			-47246	-20549	-67795	67795
25-11-03	601168	50552	95962	5781	396977	416655	453310	518398	147858	82770			-45410	-19678	-65088	65088
02-12-03	606717	51607	100927	5791	394531	414223	451929	520941	154788	85776			-49320	-19692	-69012	69012
09-12-03	627725	49631	98348	9034	396882	420859	455547	528241	172178	99484			-48717	-23977	-72694	72694
16-12-03	699374	55537	102213	22787	448103	460670	526427	585670	172947	113704			-46676	-12567	-59243	59243
22-12-03	603392	50109	110876	5680	400066	405240	455855	521796	147537	81596			-60767	-5174	-65941	65941
30-12-03	602336	54665	108055	5550	402480	406838	462695	520443	139641	81893			-53390	-4358	-57748	57748
06-01-04	605105	53980	108298	4560	403721	408729	462261	521587	142844	83518			-54318	-5008	-59326	59326
13-01-04	613926	55122	107805	4189	405558	411361	464869	523355	149057	90571			-52683	-5803	-58486	58486
20-01-04	624231	56317	111843	4672	422135	407626	483124	524141	141107	100090			-55526	14509	-41017	41017
27-01-04	616057	51518	112938	4361	417089	410930	472968	528229	143089	87828			-61420	6159	-55261	55261
03-02-04	610710	53785	110648	3540	411920	414596	469245	528784	141465	81926			-56863	-2676	-59539	59539
10-02-04	612821	54392	115699	2716	412217	414044	469325	532459	143496	80362			-61307	-1827	-63134	63134
17-02-04	616245	55227	113403	3337	416148	415278	474712	532018	141533	84227			-58176	870	-57306	57306
24-02-04	618378	56847	114223	2482	417490	416502	476819	533207	141559	85171			-57376	988	-56388	56388
02-03-04	618866	56128	113372	2423	411932	418936	470483	534731	148383	84135			-57244	-7004	-64248	64248
09-03-04	640138	59331	112118	6466	418394	433237	484191	551821	155947	88317			-52787	-14843	-67630	67630
16-03-04	687605	61885	111046	12031	454635	449505	528551	572582	159054	115023			-49161	5130	-44031	44031
23-03-04	584999	50033	78462	2862	401456	418732	454351	500056	130648	84943			-28429	-17276	-45705	45705
30-03-04	583803	43956	79494	1748	407987	420624	453691	501866	130112	81937			-35538	-12637	-48175	48175
06-04-04	588628	47183	87229	1754	409429	419471	458366	508454	130262	80174			-40046	-10042	-50088	50088
12-04-04	596799	46127	85794	2005	412827	419910	460959	507709	135840	89090			-39667	-7083	-46750	46750
20-04-04	598493	50106	82096	1959	409729	421456	461794	505511	136699	92982			-31990	-11727	-43717	43717
27-04-04	594891	52166	86089	2023	406927	416244	461116	504356	133775	90535			-33923	-9317	-43240	43240
04-05-04	587114	49849	87549	2189	397964	417175	450002	506913	137112	80201			-37700	-19211	-56911	56911
11-05-04	590696	50923	89163	2874	401365	421672	455162	513709	135534	76987			-38240	-20307	-58547	58547
18-05-04	584830	48407	84551	2424	394352	423258	445183	510233	139647	74597			-36144	-28906	-65050	65050
25-05-04	589141	49961	86936	2381	400713	420764	453055	510081	136086	79060			-36975	-20051	-57026	57026
01-06-04	593986	47612	90113	2609	406665	421681	456886	514403	137100	79583			-42501	-15016	-57517	57517
08-06-04	611277	48405	89047	7205	397294	422231	452904	518483	158373	92794			-40642	-24937	-65579	65579
15-06-04	650979	49201	88168	3278	428905	444197	481384	535643	169595	115336			-38967	-15292	-54259	54259
22-06-04	578155	44829	72260	499	407842	415462	453170	488221	124985	89934			-27431	-7620	-35051	35051
29-06-04	580167	44566	71931	350	405273	413351	450189	485632	129978	94535			-27365	-8078	-35443	35443
06-07-04	580210	44402	72503	433	402952	416526	447787	489462	132423	90748			-28101	-13574	-41675	41675
13-07-04	586287	44574	73019	612	407166	416869	452352	490500	133935	95787			-28445	-9703	-38148	38148
20-07-04	589959	45501	74445	1507	404828	419017	451836	494969	138123	94990			-28944	-14189	-43133	43133
27-07-04	590945	55584	74727	2871	397354	422914	455809	500512	135136	90433			-19143	-25560	-44703	44703
03-08-04	587289	54286	76153	2874	401619	419429	458779	498456	128510	88833			-21867	-17810	-39677	39677
10-08-04	593772	57132	76766	3375	397576	419734	458083	499875	135689	93897			-19634	-22158	-41792	41792
17-08-04	599539	59642	82763	2875	398472	416109	460989	501747	138550	97792			-23121	-17637	-40758	40758
24-08-04	600391	60014	76935	2627	402599	420478	465240	500040	135151	100351			-16921	-17879	-34800	34800
31-08-04	613115	60416	80052	1942	406637	416778	468995	498772	144120	114343			-19636	-10141	-29777	29777
07-09-04	642406	61507	78032	7215	415952	426342	484674	511589	157732	130817			-16525	-10390	-26915	26915
14-09-04	684532	64244	77108	10929	442049	469982	517222	558019	167310	126513			-12864	-27933	-40797	40797
21-09-04	609565	68267	74360	1609	404746	425560	474622	501529	134943	108036			-6093	-20814	-26907	26907
28-09-04	612986	71265	69741	1631	404773	434441	477669	505813	135317	107173			1524	-29668	-28144	28144
05-10-04	626035	66988	75190	620	421217	435736	488825	511546	137210	114489			-8202	-14519	-22721	22721
12-10-04	627998	63590	75554	1761	423472	436780	488823	514095	139175	113903			-11964	-13308	-25272	25272
19-10-04	645423	62875	77100	2455	432945	441041	498275	520596	147148	124827			-14225	-8096	-22321	22321
26-10-04	650913	69172	81369	2277	441263	445992	512712	529638	138201	121275			-12197	-4729	-16926	16926
02-11-04	656442	71653	80419	2307	446192	441676	520152	524402	136290	132040			-8766	4516	-4250	4250
09-11-04	673926	74817	85535	2895	447799	449171	525511	537601	148415	136325			-10718	-1372	-12090	12090
16-11-04	696425	74673	68885	2741	452149	468048	529563	539674	166862	156751			5788	-15899	-10111	10111
23-11-04	710111	73274	64884	3237	462408	491384	538919	559505	171192	150606			8390	-28976	-20586	20586
30-11-04	711073	69991	67727	2657	462394	491813	535042	562197	176031	148876			2264	-29419	-27155	27155
07-12-04	711286	65882	69828	7625	450072	498057	523579	575510	187707	135776			-3946	-47985	-51931	51931
14-12-04	784764	70484	69778	10381	502471	540494	583336	620653	201428	164111			706	-38023	-37317	37317
21-12-04	671381	56961	60471	2167	455238	502538	514366	565176	157015	106205			-3510	-47300	-50810	50810
28-12-04	667211	56327	59991	2551	453884	503665	512762	566207	154449	101004			-3664	-49781	-53445	53445
04-01-05	680110	60758	59268	3900	456255	505042	520913	568210	159197	111900			1490	-48787	-47297	47297
11-01-05	685610	63469	57917	7627	457383	509892	528479	575436	157131	110174			5552	-52509	-46957	46957
18-01-05	676897	69692	56108	9284	456248	511754	535224	577146	141673	99751			13584	-55506	-41922	41922
25-01-05	677594	71996	76502	10005	456545	494499	538546	581006	139048	96588			-4506	-37954	-42460	42460
01-02-05	668608	61875	82792	4971	458173	487390	525019	575153	143589	93455			-20917	-29217	-50134	50134
08-02-05	681198	62351	81567	5111	468184	495112	535646	581790	145552	99408			-19216	-26928	-46144	46144
15-02-05	686800	63046	80380	8099	473742	498692	544887	587171	141913	99629			-17334	-24950	-42284	42284
22-02-05	696085	62120	80335	8221	477476	506551	547817	595107	148268	100978			-18215	-29075	-47290	47290
01-03-05	709236	65782	83044	8570	487703	507921	562055	599535	147181	109701			-17262	-20218	-37480	37480
08-03-05	724325	68410	86617	11352	500062	523282	579824	621251	144501	103074			-18207	-23220	-41427	41427
15-03-05	795257	66879	103839	12755	541098	566759	620732	683353	174525	111904			-36960	-25661	-62621	62621
22-03-05	672423	55754	84441	5864	475630	480723	537248	571028	135175	101395			-28687	-5093	-33780	33780
29-03-05	672431	54797	78872	7203	474727	484816	536727	570891	135704	101540			-24075	-10089	-34164	34164
05-04-05	671875	57290	78963	7462	475989	484074	540741	570499	131134	101376			-21673	-8085	-29758	29758
12-04-05	672356	60868	76461	8206	474245	482886	543319	567553	129037	104803			-15593	-8641	-24234	24234
19-04-05	673223	63562	77241	8360	478897	489875	550819	575476	122404	97747			-13679	-10978	-24657	24657
26-04-05	690337	61084	72398	9565	483691	499919	554340	581882	135997	108455			-11314	-16228	-27542	27542
03-05-05	689971	59396	72601	11874	484927	496866	556197	581341	133774	108630			-13205	-11939	-25144	25144
10-05-05	696468	60027	72761	14536	484779	494782	559342	582079	137126	114389			-12734	-10003	-22737	22737
17-05-05	702666	57509	78360	15744	487599	493464	560852	587568	141814	115098			-20851	-5865	-26716	26716
24-05-05	703597	59773	69269	15869	490425	494838	566067	579976	137530	123621			-9496	-4413	-13909	13909
31-05-05	699838	57075	68455	14294	481001	495001	552370	577750	147468	122088			-11380	-14000	-25380	25380
07-06-05	714795	58867	65478	15231	493929	511733	568027	592442	146768	122353			-6611	-17804	-24415	24415
14-06-05	772296	54950	69092	13260	551924	565178	620134	647530	152162	124766			-14142	-13254	-27396	27396
21-06-05	652414	52865	45161	3958	467129	504740	523952	553859	128462	98555			7704	-37611	-29907	29907
28-06-05	659821	47150	46783	4285	478919	513120	530354	564188	129467	95633			367	-34201	-33834	33834
05-07-05	657477	50644	47546	4438	474463	512612	529545	564596	127932	92881			3098	-38149	-35051	35051
12-07-05	659119	53750	43354	5906	474732	508549	534388	557809	124731	101310			10396	-33817	-23421	23421
19-07-05	656661	56475	42991	4555	468997	504548	530027	552094	126634	104567			13484	-35551	-22067	22067
26-07-05	655214	53958	46699	3934	470064	502972	527956	553605	127258	101609			7259	-32908	-25649	25649
02-08-05	648000	51938	48535	4945	464565	502071	521448	555551	126552	92449			3403	-37506	-34103	34103
09-08-05	650761	52704	48547	4924	463279	503936	520907	557407	129854	93354			4157	-40657	-36500	36500
16-08-05	655230	54357	50832	6296	463037	505194	523690	562322	131540	92908			3525	-42157	-38632	38632
23-08-05	655907	51108	54340	6340	468664	505067	526112	565747	129795	90160			-3232	-36403	-39635	39635
30-08-05	662008	49747	60308	9806	467856	499768	527409	569882	134599	92126			-10561	-31912	-42473	42473
06-09-05	687444	43699	58589	13571	486204	514965	543474	587125	143970	100319			-14890	-28761	-43651	43651
13-09-05	743422	46934	62645	15137	521965	539636	584036	617418	159386	126004			-15711	-17671	-33382	33382
20-09-05	631616	45453	56510	2717	461303	464989	509473	524216	122143	107400			-11057	-3686	-14743	14743
27-09-05	635113	49354	60436	2145	451003	470522	502502	533103	132611	102010			-11082	-19519	-30601	30601
04-10-05	630502	49777	61079	1906	447967	469653	499650	532638	130852	97864			-11302	-21686	-32988	32988
11-10-05	635003	53434	65820	1853	452054	471500	507341	539173	127662	95830			-12386	-19446	-31832	31832
18-10-05	644666	60722	67697	1633	460210	468792	522565	538122	122101	106544			-6975	-8582	-15557	15557
25-10-05	653048	59764	69179	1600	466880	466894	528244	537673	124804	115375			-9415	-14	-9429	9429
01-11-05	651988	58443	70304	3507	469850	467449	531800	541260	120188	110728			-11861	2401	-9460	9460
08-11-05	654135	57116	65796	2990	462928	468246	523034	537032	131101	117103			-8680	-5318	-13998	13998
15-11-05	656451	59621	67365	4494	462553	467543	526668	539402	129783	117049			-7744	-4990	-12734	12734
22-11-05	660513	60512	68879	5309	454469	464827	520290	539015	140223	121498			-8367	-10358	-18725	18725
29-11-05	664728	62037	70489	5635	460626	466586	528298	542710	136430	122018			-8452	-5960	-14412	14412
06-12-05	695597	59727	71921	8703	476355	491005	544785	571629	150812	123968			-12194	-14650	-26844	26844
13-12-05	756332	58137	70821	14867	525309	532285	598313	617973	158019	138359			-12684	-6976	-19660	19660
20-12-05	639013	54609	44195	1903	448121	483896	504633	529994	134380	109019			10414	-35775	-25361	25361
27-12-05	633845	58338	39142	869	447319	485363	506526	525374	127319	108471			19196	-38044	-18848	18848
03-01-06	642586	63494	39645	2170	443760	496139	509424	537954	133162	104632			23849	-52379	-28530	28530
10-01-06	649828	63622	40146	687	447049	492714	511358	533547	138470	116281			23476	-45665	-22189	22189
17-01-06	656734	65170	42226	946	450361	490505	516477	533677	140257	123057			22944	-40144	-17200	17200
24-01-06	659986	69715	45065	853	454664	493502	525232	539420	134754	120566			24650	-38838	-14188	14188
31-01-06	660860	71622	39906	978	450598	496671	523198	537555	137662	123305			31716	-46073	-14357	14357
07-02-06	662796	68635	41568	1302	458125	499907	528062	542777	134734	120019			27067	-41782	-14715	14715
14-02-06	665868	68930	39843	2940	460928	505975	532798	548758	133070	117110			29087	-45047	-15960	15960
21-02-06	673685	67819	39939	3402	469949	509819	541170	553160	132515	120525			27880	-39870	-11990	11990
28-02-06	672537	64163	42672	3416	465052	515713	532631	561801	139906	110736			21491	-50661	-29170	29170
07-03-06	695690	65959	48355	12007	470179	525614	548145	585976	147545	109714			17604	-55435	-37831	37831
14-03-06	739997	66542	42357	20467	484643	547447	571652	610271	168345	129726			24185	-62804	-38619	38619
21-03-06	655139	63452	54771	2309	450887	476713	516648	533793	138491	121346			8681	-25826	-17145	17145
28-03-06	652824	62257	57891	436	458224	479156	520917	537483	131907	115341			4366	-20932	-16566	16566
04-04-06	646184	65999	60888	1909	451043	482518	518951	545315	127233	100869			5111	-31475	-26364	26364
11-04-06	646584	67269	59267	1124	447073	492945	515466	553336	131118	93248			8002	-45872	-37870	37870
18-04-06	654195	68628	60109	1136	452606	497608	522370	558853	131825	95342			8519	-45002	-36483	36483
25-04-06	658268	68463	59351	1903	456040	503582	526406	564836	131862	93432			9112	-47542	-38430	38430
02-05-06	660812	71217	57823	2844	457938	508391	531999	569058	128813	91754			13394	-50453	-37059	37059
09-05-06	660760	70056	56932	3055	452243	502976	525354	562963	135406	97797			13124	-50733	-37609	37609
16-05-06	666313	81294	59827	1811	438433	507847	521538	569485	144775	96828			21467	-69414	-47947	47947
23-05-06	669008	80126	61988	4781	436811	515287	521718	582056	147290	86952			18138	-78476	-60338	60338
30-05-06	663918	80077	64525	4778	431930	511139	516785	580442	147133	83476			15552	-79209	-63657	63657
06-06-06	685651	78530	65910	7019	444356	519926	529905	592855	155746	92796			12620	-75570	-62950	62950
13-06-06	788846	75193	63298	18845	527671	543667	621709	625810	167137	163036			11895	-15996	-4101	4101
20-06-06	618703	77382	66180	1250	406271	430535	484903	497965	133800	120738			11202	-24264	-13062	13062
27-06-06	623630	79230	68543	1261	409432	436632	489923	506436	133707	117194			10687	-27200	-16513	16513
03-07-06	623220	85583	65054	1091	404264	442692	490938	508837	132282	114383			20529	-38428	-17899	17899
11-07-06	624481	85779	66190	1078	402391	442336	489248	509604	135233	114877			19589	-39945	-20356	20356
18-07-06	627990	83349	69633	2541	400284	445265	486174	517439	141816	110551			13716	-44981	-31265	31265
25-07-06	623812	80291	61694	2858	393615	448751	476764	513303	147048	110509			18597	-55136	-36539	36539
01-08-06	619115	71652	60250	1890	407672	451811	481214	513951	137901	105164			11402	-44139	-32737	32737
08-08-06	624608	69741	57243	1744	413349	450746	484834	509733	139774	114875			12498	-37397	-24899	24899
15-08-06	632529	70478	55477	1763	417665	434793	489906	492033	142623	140496			15001	-17128	-2127	2127
22-08-06	640097	68575	50523	2847	423867	443274	495289	496644	144808	143453			18052	-19407	-1355	1355
29-08-06	642879	75482	47517	4576	430061	444750	510119	496843	132760	146036			27965	-14689	13276	-13276
05-09-06	647167	77527	47452	4038	425420	447844	506985	499334	140182	147833			30075	-22424	7651	-7651
12-09-06	705498	71737	46561	7632	478138	499864	557507	554057	147991	151441			25176	-21726	3450	-3450
19-09-06	590242	65151	31481	2307	399551	426196	467009	459984	123233	130258			33670	-26645	7025	-7025
26-09-06	597825	66696	33394	2029	400935	430612	469660	466035	128165	131790			33302	-29677	3625	-3625
03-10-06	597103	68567	33816	2061	399070	431812	469698	467689	127405	129414			34751	-32742	2009	-2009
10-10-06	606717	69475	31650	2643	403371	435150	475489	469443	131228	137274			37825	-31779	6046	-6046
17-10-06	606835	67904	34401	3513	408138	437182	479555	475096	127280	131739			33503	-29044	4459	-4459
24-10-06	619915	71880	31462	3682	415053	447774	490615	482918	129300	136997			40418	-32721	7697	-7697
31-10-06	619328	71697	33748	3985	414605	450490	490287	488223	129041	131105			37949	-35885	2064	-2064
07-11-06	628889	75356	33871	3951	417899	451815	497206	489637	131683	139252			41485	-33916	7569	-7569
14-11-06	633686	71361	33909	4379	423534	473512	499274	511800	134412	121886			37452	-49978	-12526	12526
21-11-06	650665	70956	43176	4287	436786	478591	512029	526054	138636	124611			27780	-41805	-14025	14025
28-11-06	660383	66232	42375	6539	434888	484490	507659	533404	152724	126979			23857	-49602	-25745	25745
05-12-06	696094	70985	42854	12828	460379	510421	544192	566103	151902	129991			28131	-50042	-21911	21911
12-12-06	774937	71483	39658	31774	495750	542338	599007	613770	175930	161167			31825	-46588	-14763	14763
19-12-06	628482	66491	53352	7040	416272	462996	489803	523388	138679	105094			13139	-46724	-33585	33585
26-12-06	626978	63080	52911	6711	418481	462780	488272	522402	138706	104576			10169	-44299	-34130	34130
03-01-07	628384	62136	53574	7663	417484	463363	487283	524600	141101	103784			8562	-45879	-37317	37317
09-01-07	635738	64096	54326	7765	422357	472135	494218	534226	141520	101512			9770	-49778	-40008	40008
16-01-07	638758	62980	51961	6204	424552	470109	493736	528274	145022	110484			11019	-45557	-34538	34538
23-01-07	636740	65312	48389	3415	431116	475535	499843	527339	136897	109401			16923	-44419	-27496	27496
30-01-07	635768	62585	49398	4088	437497	478568	504170	532054	131598	103714			13187	-41071	-27884	27884
06-02-07	630073	67711	49532	4065	431230	483897	503006	537494	127067	92579			18179	-52667	-34488	34488
13-02-07	642276	69133	52893	6914	434934	481937	510981	541744	131295	100532			16240	-47003	-30763	30763
20-02-07	643020	66386	50707	8181	436185	480941	510752	539829	132268	103191			15679	-44756	-29077	29077
27-02-07	656455	65993	55487	7800	437797	483521	511590	546808	144865	109647			10506	-45724	-35218	35218
06-03-07	668743	63566	57579	9351	456490	493138	529407	560068	139336	108675			5987	-36648	-30661	30661
13-03-07	750449	61133	60513	19070	504660	537378	584863	616961	165586	133488			620	-32718	-32098	32098
20-03-07	604260	56162	37444	3479	424115	428898	483756	469821	120504	134439			18718	-4783	13935	-13935
27-03-07	611487	56113	33133	3411	426897	434777	486421	471321	125066	140166			22980	-7880	15100	-15100
03-04-07	627963	60675	32568	2444	444410	453856	507529	488868	120434	139095			28107	-9446	18661	-18661
10-04-07	633015	56332	31658	2319	450487	455524	509138	489501	123877	143514			24674	-5037	19637	-19637
17-04-07	627371	58376	35193	2134	441448	457506	501958	494833	125413	132538			23183	-16058	7125	-7125
24-04-07	644798	58811	37465	4563	455517	461249	518891	503277	125907	141521			21346	-5732	15614	-15614
01-05-07	645212	59798	52439	5408	453351	448984	518557	506831	126655	138381			7359	4367	11726	-11726
08-05-07	652078	60192	51483	7126	459120	450324	526438	508933	125640	143145			8709	8796	17505	-17505
15-05-07	660594	58608	57166	7914	461243	450068	527765	515148	132829	145446			1442	11175	12617	-12617
22-05-07	672700	57102	66638	11070	474228	456708	542400	534416	130300	138284			-9536	17520	7984	-7984
29-05-07	676382	56914	65215	11070	473219	463274	541203	539559	135179	136823			-8301	9945	1644	-1644
05-06-07	703534	60986	64349	22765	475234	476773	558985	563887	144549	139647			-3363	-1539	-4902	4902
12-06-07	768946	58401	68345	27949	525062	529037	611412	625331	157534	143615			-9944	-3975	-13919	13919
19-06-07	594142	42238	76774	3669	433472	413578	479379	494021	114763	100121			-34536	19894	-14642	14642
